Dealer Code,Dealer Code Description,Dealer City,PCR Number,PCR Year,VC Number,VC Description,Model,Sub Model,Chassis No,Chassis Type,Production Month,Kilometers Covered,Complaint Aggregate,Complaint Aggregate Description,Complaint Group,Complaint Group Description,Complaint Code,Complaint Code Description,Sale Month,Complaint Month,Complaint Reported Date,Diff between Complaint & Sales Month,Settlement Month,Settlement Date,Claim Category,Claim Category Description,Claims Indicator,No. of Complaints,Part Number,Part Description,Part Quantity,Part Rate,Actual Labour Charge,Miscellaneous Charge,Special Labour Charges,Total Expenses,Credit Amount,Customer Complaint,Investigation,Action Taken
2000823,UNITECH AUTOMOBILES PVT LTD,NAVI MUMBAI,91,2018,29000842000R,TATA LPT 1412 CR X 42WB BS IV,1412,1412CRX-LPT,MAT544061J7A01625,544061,JAN 2018,12583,Q1,ELECTRICALS,QE54039,SWITCH ENGINE DIAGNOSTICS DEFECTIVE,QE54039,SWITCH ENGINE DIAGNOSTICS DEFECTIVE,FEB 2018,APR 2018,17.04.2018,2,APR 2018,27.04.2018,1,Normal Warranty,Labour Only Claims,1,#,Not assigned,0,0,320,0,300,620,620,ELECTRICAL SENSORS DEFECTIVE STARTING PROBLEM-,VEHICLE B D AT VASHI WITH COMPLAINT OF STARTING PROBLEM ONINVESTIGATION FOUND ENGINE NOT ACCELERATION PROPERLY HENCE WE CONNECTLAPTOP DIAGNOSTIC KIT AND FOUND SECONDARY ENGINE SPEED SIGNAL ENGINEOVER SPEED DETECTION ERROR CODE 107502 HENCE REMOVED THE SPEED SENSORAND CLEAN IT WITH ANTI RUST SPRAY ATTEND AT VASHIC NO - 1-74526501221UP AND DWN 20 KM,Error Cleared U Wdefer Txt 0004
2000823,UNITECH AUTOMOBILES PVT LTD,NAVI MUMBAI,177,2018,29001642000R,TATA LPT 1109 EX / 42 WB BS IV,1109,1109-LPT-CRDI,MAT508217J7A00910,508217,JAN 2018,20460,H1,WHEELS,HB40049,WHEEL ALIGNMENT WRONG / INCORRECT,HB40149,WHEEL ALIGNMENT WRONG/INCORRECT,JAN 2018,MAY 2018,12.05.2018,4,MAY 2018,22.05.2018,1,Normal Warranty,Labour Only Claims,1,#,Not assigned,0,0,320,0,0,320,320,KING PIN BUSH BRG DEFECTIVE,CHECKED THE TYRE AIR PRESSURE FOUND 120 130 PSI CHECKED TIEROD ANDDRAG LINK BALL ENDS FOUND OK CHECKED HUBS BEARING FREE PAY FOUND OK SUBSEQUENTLY WE CHECKED WHEEL ALIGNMENT ANDFOUND INCORRECT TA = 0 05TOTAL TOE = 2 6MM 1 9MMSA = 0 032 TOTAL TOE = 10 0MM 3 5MM PARA = 0 18 0 00,Computerized Wheel Alignment Done Under Warrantydefer Txt 0004
2000823,UNITECH AUTOMOBILES PVT LTD,NAVI MUMBAI,198,2018,29000842000R,TATA LPT 1412 CR X 42WB BS IV,1412,1412CRX-LPT,MAT544061J7A01719,544061,JAN 2018,16847,Q1,ELECTRICALS,QB54940,ERROR IN ENGINE PERFORMANCE ATTENDED BY DIAGNOSTIC KIT,QB54940,ERROR IN ENGINE PERFORMANCE ATTENDED BY DIAGNOSTIC KIT,JAN 2018,MAY 2018,16.05.2018,4,MAY 2018,20.05.2018,1,Normal Warranty,Labour Only Claims,1,#,Not assigned,0,0,320,0,0,320,320,ELECTRICAL SENSORS DEFECTIVE,ON INVESTIGATION FOUND ENGINE NOT ACCELERATION PROPERLY HENCE WECONNECT LAPTOP DIAGNOSTIC KIT AND FOUND SECONDARY ENGINE SPEED SIGNALENGINE OVER SPEED DETECTION ERROR CODE 107502HENCE REMOVED THE SPEEDSENSOR AND CLEAN IT WITH ANTIRUSTSPRAY,Error Cleared U Wdefer Txt 0002
2000823,UNITECH AUTOMOBILES PVT LTD,NAVI MUMBAI,259,2018,55325331000R,SFC407EX/31WB 4PSCR BS-IV HDLB,407,407-SFC,MAT505269J8A02733,505269,JAN 2018,1250,A1,ENGINE,AU14099,EGR VALVE DEFECTIVE,AU14099,EGR VALVE DEFECTIVE,MAR 2018,MAY 2018,24.05.2018,2,JUN 2018,09.06.2018,1,Normal Warranty,Labour Only Claims,1,#,Not assigned,0,0,640,0,900,1540,1540,WHITE SMOKING,VEHICLE B D AT MULUND CHECKED AIR FILTER AND FUEL FILTER FOUND OK HENCEWE CONNECT DIAGNOSTIC TOOL AND EGR VALVE ERROR FOUND HENCE WE REM THEEGR VALVE AND CLEAN IT AFTER CLEANING REFIT THE EGR VALVE PROBLEM GOTSOLVED UP AND DWN 60 KMCAC-1-76564490345,Work Done U Wdefer Txt 0002
2000823,UNITECH AUTOMOBILES PVT LTD,NAVI MUMBAI,270,2018,55301149000R,TATA Ultra 1518 5L / 49WB BS IV,ULTRA1518,ULTRA1518-LPT,MAT764051J7B04924,764051,FEB 2018,13209,D1,TRANSMISSION,D090050,GEAR SHIFT MTG. BKT BOLTS BROKEN,DG27124,GEAR SHIFT ANDLEVER MTG BKT BKN,FEB 2018,JUN 2018,02.06.2018,4,JUN 2018,09.06.2018,1,Normal Warranty,Labour Only Claims,1,#,Not assigned,0,0,640,0,750,1390,1390,GEAR SHIFTING HARD,VEHICLE B D AT AIROLI WITH COMPLAINT OF GEAR SHIFTING HARD AS PERCUSTOMER COMPLAINT WE CHECK AND FOUND THAT GEAR SHIFTING HARD HENCE WESETTING GEAR LEVER ADJUST UNDER WARRANTY ANDCOMPLAINT GOT ELIMINATED B AAIROLI CAC - 1 - 76948532921UP AND DWN 50 KM,Work Done U Wdefer Txt 0002
2000823,UNITECH AUTOMOBILES PVT LTD,NAVI MUMBAI,283,2018,29001642000R,TATA LPT 1109 EX / 42 WB BS IV,1109,1109-LPT-CRDI,MAT508217J7C05174,508217,MAR 2018,6645,Q1,ELECTRICALS,QB54940,ERROR IN ENGINE PERFORMANCE ATTENDED BY DIAGNOSTIC KIT,QB54940,ERROR IN ENGINE PERFORMANCE ATTENDED BY DIAGNOSTIC KIT,MAR 2018,JUN 2018,14.06.2018,3,JUN 2018,21.06.2018,1,Normal Warranty,Labour Only Claims,1,#,Not assigned,0,0,320,0,0,320,320,POOR PICK UP,CHECKED AIR FILTER AND FUEL LINE FOUND OK HENCE WE CONNECTDIAGNOSTICTOOL AND WATER IN FUEL ERROR FOUND IN DTC SUBSEQUENTLY WE ERASE THEERROR AND RECTIFIED THE COMPLAINT,Vehicle Checked By Diagnostic Kit Under Warrantydefer Txt 0002
2000823,UNITECH AUTOMOBILES PVT LTD,NAVI MUMBAI,353,2018,55301149000R,TATA Ultra 1518 5L / 49WB BS IV,ULTRA1518,ULTRA1518-LPT,MAT764051J7C05644,764051,MAR 2018,6841,Q1,ELECTRICALS,QB54940,ERROR IN ENGINE PERFORMANCE ATTENDED BY DIAGNOSTIC KIT,QB54940,ERROR IN ENGINE PERFORMANCE ATTENDED BY DIAGNOSTIC KIT,MAR 2018,JUN 2018,21.06.2018,3,JUN 2018,26.06.2018,1,Normal Warranty,Labour Only Claims,1,#,Not assigned,0,0,320,0,0,320,320,ELECTRICAL SENSORS DEFECTIVE,ON INVESTIGATION FOUND ENGINE NOT ACCELERATION PROPERLY HENCE WECONNECT LAPTOP DIAGNOSTIC KIT AND FOUND SECONDARY ENGINE SPEED SIGNALENGINE OVER SPEED DETECTION ERROR CODE 107322HENCE REMOVED THE SPEEDSENSOR AND CLEAN IT WITH ANTIRUSTSPRAY,Error Cleared Under Warrantydefer Txt 0002
2000823,UNITECH AUTOMOBILES PVT LTD,NAVI MUMBAI,403,2018,29000842000R,TATA LPT 1412 CR X 42WB BS IV,1412,1412CRX-LPT,MAT544061J7A01719,544061,JAN 2018,26297,Q1,ELECTRICALS,QB54940,ERROR IN ENGINE PERFORMANCE ATTENDED BY DIAGNOSTIC KIT,QB54940,ERROR IN ENGINE PERFORMANCE ATTENDED BY DIAGNOSTIC KIT,JAN 2018,JUL 2018,02.07.2018,6,JUL 2018,19.07.2018,1,Normal Warranty,Labour Only Claims,1,#,Not assigned,0,0,320,0,0,320,320,ACC PEDAL NOT WORKING,ON INVESTIGATION FOUND ACC PEDAL WAS NOT WORKING AND IT NOTCOME BACKTO NORMAL POSITION ONCE PRESS HENCE RUN VEHICLE LAPTOP DIAGNOSIS KIT ANDERROR FOUND P0081 P1604 P2264 WERE ACTIVE,We Cleaning The Error Code Found Problem Got Solveddefer Txt 0002
2000823,UNITECH AUTOMOBILES PVT LTD,NAVI MUMBAI,423,2018,28213738000R,LPT 909 EX2 / 38WB BS IV,909,909-LPT,MAT507211J8B05083,507211,FEB 2018,1959,K1,BRAKES,KC42349,BRAKE SHOE PIN DISLODGED/BROKEN,KC42349,BRAKE SHOE PIN DISLODGED/BROKEN,MAY 2018,JUL 2018,11.07.2018,2,JUL 2018,19.07.2018,1,Normal Warranty,Labour Only Claims,1,#,Not assigned,0,0,160,0,0,160,160,BRAKE HARD,VEHICLE REPORTED FOR THE COMPLAINT OF BRAKE HARD CHECKED ALL PARAMETERSRELATED TO COMPLAINT VEHICLE CONNECTED TO DIAGNOSIS TOOL AND FOUNDERROR CODE OF BRAKE PLAUSIBILITY P0504-00WE ERASED THE ERROR CODE ANDFUND PROBLEM GOT ELIMINATED AS PER COMPLIANT WE CHECKED BRAKE SYSTEMAND FOUND THAT LESS GAP BETWEEN BRAKE LINER AND BRAKE DRUM THEREFOREBRAKE JAMMEDWE GOT SET SHOE CLEARANCE UPTO 0 5MM ALL WHEELS,Error Cleaning Donedefer Txt 0002
2000823,UNITECH AUTOMOBILES PVT LTD,NAVI MUMBAI,423,2018,28213738000R,LPT 909 EX2 / 38WB BS IV,909,909-LPT,MAT507211J8B05083,507211,FEB 2018,1959,Q1,ELECTRICALS,QB54940,ERROR IN ENGINE PERFORMANCE ATTENDED BY DIAGNOSTIC KIT,QB54940,ERROR IN ENGINE PERFORMANCE ATTENDED BY DIAGNOSTIC KIT,MAY 2018,JUL 2018,11.07.2018,2,JUL 2018,19.07.2018,1,Normal Warranty,Labour Only Claims,1,#,Not assigned,0,0,320,0,0,320,320,BRAKE HARD,VEHICLE REPORTED FOR THE COMPLAINT OF BRAKE HARD CHECKED ALL PARAMETERSRELATED TO COMPLAINT VEHICLE CONNECTED TO DIAGNOSIS TOOL AND FOUNDERROR CODE OF BRAKE PLAUSIBILITY P0504-00WE ERASED THE ERROR CODE ANDFUND PROBLEM GOT ELIMINATED AS PER COMPLIANT WE CHECKED BRAKE SYSTEMAND FOUND THAT LESS GAP BETWEEN BRAKE LINER AND BRAKE DRUM THEREFOREBRAKE JAMMEDWE GOT SET SHOE CLEARANCE UPTO 0 5MM ALL WHEELS,Error Cleaning Donedefer Txt 0002
2000823,UNITECH AUTOMOBILES PVT LTD,NAVI MUMBAI,480,2018,29001148000R,TATA LPT 1109 HEX2 / 48 BS IV,1109,1109H-LPT-CRDI,MAT508577J7A02218,508577,JAN 2018,20000,Q1,ELECTRICALS,QB54940,ERROR IN ENGINE PERFORMANCE ATTENDED BY DIAGNOSTIC KIT,QB54940,ERROR IN ENGINE PERFORMANCE ATTENDED BY DIAGNOSTIC KIT,FEB 2018,JUL 2018,05.07.2018,5,JUL 2018,19.07.2018,1,Normal Warranty,Labour Only Claims,1,#,Not assigned,0,0,320,0,0,320,320,STARTING PROBLEM,WE ATTENDED A VEHICLE COMPLAINT OF STARTING PROBLEM VEHICLECONNECTEDTO DIAGNOSIS TOOL AND FOUND ERROR CODE OF P0101 ACCORDINGLY WE CHECKEDALL ELECTRICAL CONNECTIONS ON INVESTIGATION FOUND THAT WIRINGCONNECTIONS WAS LOOSE FROM MAIN SOCKET HENCE WE CONNECTED THE WIRINGCONNECTIONS PROPERLY AND FOUND THAT PROBLEM GOT SOLVED,Work Done Under Warrantydefer Txt 0002
2000823,UNITECH AUTOMOBILES PVT LTD,NAVI MUMBAI,521,2018,29000842000R,TATA LPT 1412 CR X 42WB BS IV,1412,1412CRX-LPT,MAT544061J7A01404,544061,JAN 2018,25987,K1,BRAKES,KC42129,BRK.PIPE BRKN/DEFECTIVE.,KC42132,FRT LH BRK PIPE BKN/LEAKY,FEB 2018,JUL 2018,20.07.2018,5,JUL 2018,27.07.2018,1,Normal Warranty,Labour Only Claims,1,#,Not assigned,0,0,80,0,420,500,500,AIR LEAK AND BRAKE INSUFFICIENT,WE ATTEND A VEHICLE ON SIDE AREA COMPLAINT OF AIR LEAK AND BRAKEINSUFFICIENT CHECK ALL PARAMETER RELATED TO COMPLAINT ONINVESTIGATIONFOUND THAT AIR LEAKAGE THROUGH BRAKE CLY HEADPIPE HENCE REPAIRING THEHEAD PIPE SET BRAKE SHOE PROPERLY AND FOUND PROBLEM GOT SOLVEDDEPUTAION AMOUNT CLAIM UNDER SPL CHARGES RS 420 - B D VASHI CAC - 1 - 79101743933 UP DOWNKMS 40,Brake Setting Done And Brake Pipe Repeiring Donedefer Txt 0002
2000823,UNITECH AUTOMOBILES PVT LTD,NAVI MUMBAI,531,2018,55325731000R,SFC407EX2/31WB 4SPCR BS-IV HDLB,407,407-SFC,MAT505273J8C07092,505273,MAR 2018,192,Q1,ELECTRICALS,QB54940,ERROR IN ENGINE PERFORMANCE ATTENDED BY DIAGNOSTIC KIT,QB54940,ERROR IN ENGINE PERFORMANCE ATTENDED BY DIAGNOSTIC KIT,MAR 2018,JUL 2018,21.07.2018,4,JUL 2018,27.07.2018,1,Normal Warranty,Labour Only Claims,1,#,Not assigned,0,0,320,0,330,650,650,STARING PROBLME,WE ATTEND A VEHICLE ON SIDE AREA TURBHE COMPLAINT OF STARTING PROBLEMCHECKED STARTER BATTERY FOUND OK ALT FOUND OK HENCE WE VEHICLECONNECTED DIAGNOSTIC SOFTWARE FOUND SHOW INJECTOR ERROR P2147 P1693 P1691WAS ACTIVE WE EREASE THE ERROR CODE AND TOOK THE ROAD TEST ONVEHICLE FOUND PROBLEM GOT SOLVEDDEPUTATION AMOUNT CLAIM UNDER SPL CHARGES RS 330 -B D TURBHE CAC -1- 79145390920 UP DOWN KMS 22,After Cleaning Error Code Found Problem Got Solveddefer Txt 0002
2000823,UNITECH AUTOMOBILES PVT LTD,NAVI MUMBAI,549,2018,55278334000R,TATA LPT 407 EX / 34WB BS IV,407,407-LPT,MAT505156J8C06902,505156,MAR 2018,2357,K1,BRAKES,KC42119,BRAKE FIEXIBLE HOSE LEAKING.,KC42119,BRK FIEXIBLE HOSE LEAKING.,JUN 2018,JUL 2018,25.07.2018,1,JUL 2018,28.07.2018,1,Normal Warranty,Labour Only Claims,1,#,Not assigned,0,0,240,0,0,240,240,AIR LEAK AND INSUFFICIENT,WE ATTEND A VEHICLE ON SIDE AREA COMPLAINT OF AIR LEAK AND BRAKEINSUFFICIENT CHECK ALL PARAMETER RELATED TO COMPLAINT ONINVESTIGATIONFOUND THAT AIR LEAKAGE THROUGH BRAKE CLY HEADPIPE HENCE REPAIRING THEHEAD PIPE SET BRAKE SHOE PROPERLY AND FOUND PROBLEM GOT SOLVED,Brake Setting Donedefer Txt 0002
2000823,UNITECH AUTOMOBILES PVT LTD,NAVI MUMBAI,682,2018,29000842000R,TATA LPT 1412 CR X 42WB BS IV,1412,1412CRX-LPT,MAT544061J7A01719,544061,JAN 2018,36451,Q1,ELECTRICALS,QB54940,ERROR IN ENGINE PERFORMANCE ATTENDED BY DIAGNOSTIC KIT,QB54940,ERROR IN ENGINE PERFORMANCE ATTENDED BY DIAGNOSTIC KIT,JAN 2018,AUG 2018,18.08.2018,7,AUG 2018,22.08.2018,1,Normal Warranty,Labour Only Claims,1,#,Not assigned,0,0,320,0,0,320,320,POOR PICK UP,VEHICLE REPORTED FOR THE COMPLAINT POOR PICK UP WE CHECKED FUEL SYSTEMFOUND OK TURBO HOSES FOUND OK AIR FILTER CHECK FOUND OK WE CONNECTEDTHE VEHICLE DIAGNOSTIC TOOL ERROR CODE P0211 WERE ACTIVE,Error Code Cleaning Donedefer Txt 0002
2000823,UNITECH AUTOMOBILES PVT LTD,NAVI MUMBAI,686,2018,29001542000R,TATA LPT 1109 EX / 42 WB BS IV,1109,1109-LPT-CRDI,MAT508216J7A01469,508216,JAN 2018,14432,H1,WHEELS,HB40049,WHEEL ALIGNMENT WRONG / INCORRECT,HB40149,WHEEL ALIGNMENT WRONG/INCORRECT,MAR 2018,AUG 2018,17.08.2018,5,AUG 2018,24.08.2018,1,Normal Warranty,Labour Only Claims,1,#,Not assigned,0,0,320,0,0,320,320,TYRE WEAR AND POOR PICK UP,WE ATTEDED VEHICLE FOR POOR PICK UP AND TYRE WEAR COMPLAINTONINVESTIGATION SOFTWARE DIAGNOSIS FOUND PROBLEM IN FIP CHCK AND FOUNDFIP TIMING MISMATH FIP TIMING SETTING DONE ANDFOUND PROBLEM GOTSOLVED AS PER COMPLAINT WE CHECKED ALL TYRE AIR PRESSURE FOUND OK NOANY MODIFICATION ON SUSPENSION SYSTEM WE OBSERVED VAGUELY INCORRECTALIGNMENT WE PROPERLY ADJUSTED WHEEL ALIGNMENT AND RELEASED VEHICLE LHS PARTIAL TOE1 60 AND RHS PARTIAL TOE 1 60 ALSO KING PIN SETTING,Whee Alignment Donedefer Txt 0002
2000823,UNITECH AUTOMOBILES PVT LTD,NAVI MUMBAI,686,2018,29001542000R,TATA LPT 1109 EX / 42 WB BS IV,1109,1109-LPT-CRDI,MAT508216J7A01469,508216,JAN 2018,14432,Q1,ELECTRICALS,QB54940,ERROR IN ENGINE PERFORMANCE ATTENDED BY DIAGNOSTIC KIT,QB54940,ERROR IN ENGINE PERFORMANCE ATTENDED BY DIAGNOSTIC KIT,MAR 2018,AUG 2018,17.08.2018,5,AUG 2018,24.08.2018,1,Normal Warranty,Labour Only Claims,1,#,Not assigned,0,0,320,0,0,320,320,TYRE WEAR AND POOR PICK UP,WE ATTEDED VEHICLE FOR POOR PICK UP AND TYRE WEAR COMPLAINTONINVESTIGATION SOFTWARE DIAGNOSIS FOUND PROBLEM IN FIP CHCK AND FOUNDFIP TIMING MISMATH FIP TIMING SETTING DONE ANDFOUND PROBLEM GOTSOLVED AS PER COMPLAINT WE CHECKED ALL TYRE AIR PRESSURE FOUND OK NOANY MODIFICATION ON SUSPENSION SYSTEM WE OBSERVED VAGUELY INCORRECTALIGNMENT WE PROPERLY ADJUSTED WHEEL ALIGNMENT AND RELEASED VEHICLE LHS PARTIAL TOE1 60 AND RHS PARTIAL TOE 1 60 ALSO KING PIN SETTING,Whee Alignment Donedefer Txt 0002
2000823,UNITECH AUTOMOBILES PVT LTD,NAVI MUMBAI,695,2018,55278334000R,TATA LPT 407 EX / 34WB BS IV,407,407-LPT,MAT505156J8C06902,505156,MAR 2018,3871,K1,BRAKES,KF43229,HAND BRAKE CABLE BROKEN,KF43229,HAND BRAKE CABLE BROKEN,JUN 2018,AUG 2018,17.08.2018,2,AUG 2018,22.08.2018,1,Normal Warranty,Regular Claims,1,270542700188,270542700188,1,650.25,320,58.52,32.51,1061.28,1061.28,HAND BRAKE NOT WORKING AND POOR PICK UP,VEHICLE REPORTED FOR THE COMPLAINT OF HAND BRAKE NOT WORKINGAS PERCOMPLAINT WE CHECKED HAND BRAKE AND FOUND IT IS NOT LOCK PROPERLY WHENOPERATING HENCE REPLACE IT UNDER WARRANTYVEHICLE CONNECTED TODIAGNOSIS TOOL TO WE FOUND ERROR CODE P02269 WAS ACTIVE HENCE RECTIFIEDTHAT ERROR CODE AND FOUND PROBLEM GOT SOLVED,Affected Part Replaced Under Warrantydefer Txt0002
2000823,UNITECH AUTOMOBILES PVT LTD,NAVI MUMBAI,695,2018,55278334000R,TATA LPT 407 EX / 34WB BS IV,407,407-LPT,MAT505156J8C06902,505156,MAR 2018,3871,Q1,ELECTRICALS,QB54940,ERROR IN ENGINE PERFORMANCE ATTENDED BY DIAGNOSTIC KIT,QB54940,ERROR IN ENGINE PERFORMANCE ATTENDED BY DIAGNOSTIC KIT,JUN 2018,AUG 2018,17.08.2018,2,AUG 2018,22.08.2018,1,Normal Warranty,Labour Only Claims,1,#,Not assigned,0,0,320,0,0,320,320,HAND BRAKE NOT WORKING AND POOR PICK UP,VEHICLE REPORTED FOR THE COMPLAINT OF HAND BRAKE NOT WORKINGAS PERCOMPLAINT WE CHECKED HAND BRAKE AND FOUND IT IS NOT LOCK PROPERLY WHENOPERATING HENCE REPLACE IT UNDER WARRANTYVEHICLE CONNECTED TODIAGNOSIS TOOL TO WE FOUND ERROR CODE P02269 WAS ACTIVE HENCE RECTIFIEDTHAT ERROR CODE AND FOUND PROBLEM GOT SOLVED,Affected Part Replaced Under Warrantydefer Txt0002
2000823,UNITECH AUTOMOBILES PVT LTD,NAVI MUMBAI,698,2018,29000842000R,TATA LPT 1412 CR X 42WB BS IV,1412,1412CRX-LPT,MAT544061J7A01625,544061,JAN 2018,40121,H1,WHEELS,HB40049,WHEEL ALIGNMENT WRONG / INCORRECT,HB40149,WHEEL ALIGNMENT WRONG/INCORRECT,FEB 2018,AUG 2018,20.08.2018,6,AUG 2018,23.08.2018,1,Normal Warranty,Labour Only Claims,1,#,Not assigned,0,0,320,0,0,320,320,TYRE WEAR,WE OBSERVED INCORRECT FRONT WHEEL ALIGNMENT HENCE ADJUSTED TOE IN ANDRELEASED THE VEHICLE UNDER OBSERVATION BEFORE 1 50 MM ADJUST UPTO 1 10 MM WHEEL ALIGNMENT DONE AND VEHICLE RELEASE UNDER OBSERVATION FORTYRE WEAR COMPLAINT,Wheel Alignment Donedefer Txt 0002
2000823,UNITECH AUTOMOBILES PVT LTD,NAVI MUMBAI,710,2018,55278334000R,TATA LPT 407 EX / 34WB BS IV,407,407-LPT,MAT505156J8C06902,505156,MAR 2018,3980,Q1,ELECTRICALS,QB54209,BATTERY DEFECTIVE.,QB54209,BATTERY WEAK/DEFECTIVE,JUN 2018,AUG 2018,22.08.2018,2,SEP 2018,05.09.2018,1,Normal Warranty,Labour Only Claims,1,#,Not assigned,0,0,0,0,7440,7440,7440,STARTING PROBLEM,VEHICLE REPORTED FOR THE COMPLAINT OF STARTING PROBLEM WE CHECKELECTRICAL SYSTEM AND FOUND THAT BATTERY WAS DEFECTIVE SO WE REMOVEDAND SENT TO AMARON DEALER FOR FURTHER INVESTIGATION BUT THEY HAVEREJECTED WARRANTY DUE TO THE BATTERY OUT OFWARRANTY FROM MFG CODE BUTWARRANTY SHOULD BE CONSIDER BY TML AS PER DATE OF SALE OF VEHICLE ASPER AO INSTRUCTION WE ARE CLAIMING 01 NEW BATTERY PURCHASE AMT RS 7440 -UNDER SPL CHARGES,Affected Battery Replaced Under Tml Spl Chargesdefer Txt 0002
2000823,UNITECH AUTOMOBILES PVT LTD,NAVI MUMBAI,726,2018,29000842000R,TATA LPT 1412 CR X 42WB BS IV,1412,1412CRX-LPT,MAT544061J7B02530,544061,FEB 2018,18741,A1,ENGINE,AP20001,WATER PUMP - ALL COMPLAINTS,AP20239,WATER PUMP IMPELLER CRACKED,FEB 2018,AUG 2018,24.08.2018,6,AUG 2018,28.08.2018,1,Normal Warranty,Regular Claims,0,252520100150,ASSY. WATER PUMP WITH ADAPTOR,1,5101.66,320,459.15,255.08,6135.89,6135.89,ENGINE OVERHEATING,VEHICLE REPORTED FOR THE OF COMPLAINT ENGINE OVERHEATING ASPER COMPLAINT WE CHECKED THERMOSTAT VALVE FOUND OK TEMP-T FOUND OK ALSORADIATOR FOUND OK COOLANT LEVEL FOUND OK ON INVESTIGATION WE FOUND WATERPUMP IMPELLER WERE EXCESSIVELY PLAY DUE TO WHICH IS ENGINE OVERHEATINGCOMPLAINT OCCURS,Affected Part Replaceddefer Txt 0002
2000823,UNITECH AUTOMOBILES PVT LTD,NAVI MUMBAI,726,2018,29000842000R,TATA LPT 1412 CR X 42WB BS IV,1412,1412CRX-LPT,MAT544061J7B02530,544061,FEB 2018,18741,A1,ENGINE,AP20001,WATER PUMP - ALL COMPLAINTS,AP20239,WATER PUMP IMPELLER CRACKED,FEB 2018,AUG 2018,24.08.2018,6,AUG 2018,28.08.2018,1,Normal Warranty,Regular Claims,1,252520105301,GASKET WATER PUMP,1,63.08,0,1.26,3.15,67.49,67.49,ENGINE OVERHEATING,VEHICLE REPORTED FOR THE OF COMPLAINT ENGINE OVERHEATING ASPER COMPLAINT WE CHECKED THERMOSTAT VALVE FOUND OK TEMP-T FOUND OK ALSORADIATOR FOUND OK COOLANT LEVEL FOUND OK ON INVESTIGATION WE FOUND WATERPUMP IMPELLER WERE EXCESSIVELY PLAY DUE TO WHICH IS ENGINE OVERHEATINGCOMPLAINT OCCURS,Affected Part Replaceddefer Txt 0002
2000823,UNITECH AUTOMOBILES PVT LTD,NAVI MUMBAI,732,2018,29001542000R,TATA LPT 1109 EX / 42 WB BS IV,1109,1109-LPT-CRDI,MAT508216J7A02363,508216,JAN 2018,10046,Q1,ELECTRICALS,QB54940,ERROR IN ENGINE PERFORMANCE ATTENDED BY DIAGNOSTIC KIT,QB54940,ERROR IN ENGINE PERFORMANCE ATTENDED BY DIAGNOSTIC KIT,MAY 2018,AUG 2018,25.08.2018,3,AUG 2018,29.08.2018,1,Normal Warranty,Labour Only Claims,1,#,Not assigned,0,0,320,0,0,320,320,STARTING TROUBLE,VEHICLE CONNECTED TO DIAGNOSIS TOOL AND FOUND FAULT CODE P10634 WEREACTIVE WE RECTIFIED THAT ERROR CODE AND FOUND PROBLEM GOT SOLVED TOOKTHE ROAD AND RELEASE VEHICLE,Fault Code Erase Donedefer Txt 0002
2000823,UNITECH AUTOMOBILES PVT LTD,NAVI MUMBAI,762,2018,29001342000R,TATA LPT 1109 HEX2 / 42 BS IV,1109,1109H-LPT-CRDI,MAT508582J7C05784,508582,MAR 2018,7154,H1,WHEELS,HB40049,WHEEL ALIGNMENT WRONG / INCORRECT,HB40149,WHEEL ALIGNMENT WRONG/INCORRECT,JUL 2018,AUG 2018,30.08.2018,1,SEP 2018,04.09.2018,1,Normal Warranty,Labour Only Claims,1,#,Not assigned,0,0,320,0,0,320,320,TYRE WEAR,WE OBSERVED VAGUELY INCORRECT ALIGNMENT WE PROPERLY ADJUSTED WHEELALIGNMENT AND RELEASED VEHICLE LHS PARTIAL TOE 1 60AND RHS PARTIALTOE 1 60,Wheel Alignment Donedefer Txt 0002
2000823,UNITECH AUTOMOBILES PVT LTD,NAVI MUMBAI,763,2018,29000842000R,TATA LPT 1412 CR X 42WB BS IV,1412,1412CRX-LPT,MAT544061J7A00490,544061,JAN 2018,10975,B1,ENGINE ELECTRICALs,BA15019,STARTER MOTOR DEFECTIVE,BA15099,STARTER MOTOR DEFECTIVE,JAN 2018,AUG 2018,30.08.2018,7,SEP 2018,05.09.2018,1,Normal Warranty,Labour Only Claims,1,#,Not assigned,0,0,192,0,450,642,642,STARTING PROBLEM AND POOR BRAKE,WE ATTENDED A VEHICLE COMPLAINT OF STARTING PROBLEM CHECKEDALLPARAMETERS RELATED TO COMPLAINT ON INVESTIGATION FOUNDTHAT STARTERMOTOR WAS DEFECTIVE WE SENT IT TO BOSCH DEALERFOR SERVICING AS PERCOMPLIANT WE CHECKED BRAKE SYSTEM AND FOUND THAT LESS GAP BETWEEN BRAKELINER AND BRAKE DRUM THEREFORE BRAKE JAMMED WE GOT SET SHOE CLEARANCEUPTO 0 5MM ALL WHEELS,Ancillary Handling Charges Claim Under Spl Charges Rs 450 -defer Txt 0002
